5B.1107, -117.254799, 54.310699, 1, -1.0, 1, -3.5544e-07, 1, 0.8193 
5B.1108, -117.241501, 54.310299, 1, 1.0, 1, 4.3050e-07, 1, 0.8229 
5B.1109, -117.203171, 54.317829, 1, 1.0, 1, 1.1456e-06, 1, -0.0072 
5B.1111, -117.257698, 54.314899, 1, -1.0, 1, -6.8747e-07, 1, 0.6151 
5B.1112, -117.250610, 54.319149, 1, 1.0, 1, 3.8229e-08, 1, 0.6008 
5B.1113, -117.233200, 54.318699, 1, 1.0, 1, 1.0337e-06, 1, 0.5063 
5B.1114, -117.225998, 54.315701, 1, 1.0, 1, 1.0792e-06, 1, 0.3388 
5B.1116, -117.194099, 54.321098, 1, 1.0, 1, 1.0491e-06, 1, 0.1720 
5B.1118, -117.257500, 54.320999, 1, -1.0, 1, -1.0155e-06, 1, 0.4084 
5B.1119, -117.248901, 54.325802, 1, 1.0, 1, 1.0152e-07, 1, 0.6383 
5B.1120, -117.234001, 54.325500, 1, 1.0, 1, 1.2056e-06, 1, 0.3781 
5B.1121, -117.222900, 54.325699, 1, 1.0, 1, 1.7489e-06, 1, 0.2260 
5B.1122, -117.201103, 54.325600, 1, 1.0, 1, 1.2376e-06, 1, 0.2156 
5B.1123, -117.195198, 54.331902, 1, 1.0, 1, 9.4949e-07, 1, 0.5838 
5B.1125, -117.283501, 54.325802, 1, -1.0, 1, -2.1232e-06, 1, 0.1152 
5B.1126, -117.271400, 54.325699, 1, -1.0, 1, -1.9945e-06, 1, 0.3622 
5B.1127, -117.259499, 54.330101, 1, -1.0, 1, -1.3331e-06, 1, 0.5006 
5B.1128, -117.252502, 54.332199, 1, -1.0, 1, -8.9180e-07, 1, 0.6286 
5B.1129, -117.231003, 54.331600, 1, 1.0, 1, 1.5177e-06, 1, 0.3333 
5B.1130, -117.221497, 54.332901, 1, 1.0, 1, 1.6511e-06, 1, 0.4990 
5B.1131, -117.208801, 54.334099, 1, 1.0, 1, 1.2991e-06, 1, 0.5185 
5B.1132, -117.201797, 54.337399, 1, 1.0, 1, 6.4161e-07, 1, 0.8234 
5B.1133, -117.186897, 54.335701, 1, 1.0, 1, 4.7408e-07, 1, 1.0386 
5B.1135, -117.277603, 54.330700, 1, -1.0, 1, -2.1045e-06, 1, 0.4004 
5B.1136, -117.266800, 54.334400, 1, -1.0, 1, -1.7071e-06, 1, 0.5576 
5B.1138, -117.245003, 54.336601, 1, 1.0, 1, 3.9539e-07, 1, 0.5753 
5B.1139, -117.230698, 54.336800, 1, 1.0, 1, 1.1721e-06, 1, 0.5384 
5B.1140, -117.221397, 54.340801, 1, 1.0, 1, 4.6221e-07, 1, 0.9153 
5B.1141, -117.211990, 54.340801, 1, 1.0, 1, 3.4648e-07, 1, 1.2079 
5B.1142, -117.193703, 54.340698, 1, 1.0, 1, 1.2178e-07, 1, 1.2582 
5B.1143, -117.288597, 54.337200, 1, -1.0, 1, -1.3652e-06, 1, 0.5352 
5B.1146, -117.260399, 54.343601, 1, 1.0, 1, 3.5013e-07, 1, -0.0058 
5B.1147, -117.252853, 54.340130, 1, 1.0, 1, 3.8440e-08, 1, 0.8484 
5B.1148, -117.241898, 54.340900, 1, 1.0, 1, 4.1004e-07, 1, 0.5154 
5B.1149, -117.233803, 54.344200, 1, -1.0, 1, -2.0987e-07, 1, 1.0034 
5B.1150, -117.219704, 54.346600, 1, -1.0, 1, -1.1541e-06, 1, 0.7856 
5B.1151, -117.203400, 54.348000, 1, -1.0, 1, -1.1297e-06, 1, 0.7530 
5B.1152, -117.192299, 54.348202, 1, -1.0, 1, -9.5876e-07, 1, 0.7990 
5B.1153, -117.283897, 54.344700, 1, 1.0, 1, 2.2316e-07, 1, 1.3507 
5B.1155, -117.273201, 54.345299, 1, 1.0, 1, 6.9270e-07, 1, 1.0470 
5B.1157, -117.247398, 54.348499, 1, 1.0, 1, 9.2331e-07, 1, 0.5711 
5B.1158, -117.245010, 54.336590, 1, -1.0, 1, -6.5848e-07, 1, 0.7187 
5B.1159, -117.226799, 54.354301, 1, -1.0, 1, -2.6343e-06, 1, 0.5454 
5B.1160, -117.209900, 54.352200, 1, -1.0, 1, -2.5978e-06, 1, 0.4648 
5B.1161, -117.200302, 54.355701, 1, -1.0, 1, -2.4401e-06, 1, 0.4544 
5B.1164, -117.285103, 54.352001, 1, 1.0, 1, 2.0856e-06, 1, 0.5370 
5B.1165, -117.265297, 54.352200, 1, 1.0, 1, 3.1530e-06, 1, 0.4025 
5B.1166, -117.258553, 54.355991, 1, 1.0, 1, 3.3563e-06, 1, 0.2983 
5B.1167, -117.245796, 54.354401, 1, 1.0, 1, 1.2948e-06, 1, 0.6332 
5B.1168, -117.236603, 54.359600, 1, -1.0, 1, -2.2047e-06, 1, 0.6551 
5B.1171, -117.197601, 54.359100, 1, -1.0, 1, -2.1803e-06, 1, 0.1679 
5B.1174, -117.274300, 54.355999, 1, 1.0, 1, 3.9455e-06, 1, 0.1051 
5B.1175, -117.267799, 54.360001, 1, 1.0, 1, 4.4137e-06, 1, 0.2414 
5B.1176, -117.253799, 54.360401, 0, 0, 0, 0, 0, 0 
5B.1177, -117.241600, 54.365299, 1, -1.0, 1, -6.3305e-07, 1, 0.6868 
5B.1178, -117.230766, 54.366051, 1, -1.0, 1, -2.3199e-06, 1, 0.4552 
5B.1179, -117.219803, 54.364399, 1, -1.0, 1, -3.6231e-06, 1, 0.1930 
5B.1180, -117.209503, 54.366798, 1, -1.0, 1, -2.7349e-06, 1, 0.0850 
5B.1182, -117.278397, 54.364601, 1, 1.0, 1, 4.4194e-06, 1, 0.0225 
5B.1186, -117.232399, 54.370998, 1, -1.0, 1, -1.5276e-06, 1, 0.5641 
5B.1187, -117.220596, 54.370998, 1, -1.0, 1, -2.3652e-06, 1, 0.3086 
5B.1188, -117.209503, 54.371799, 1, -1.0, 1, -6.4244e-06, 1, 0.2528 
5B.1190, -117.278397, 54.371201, 1, 1.0, 1, 2.9572e-06, 1, -0.1178 
5B.1192, -117.255997, 54.372398, 1, 1.0, 1, 1.9849e-06, 1, 0.3648 
5B.1193, -117.246696, 54.375500, 1, 1.0, 1, 4.8241e-07, 1, 0.8589 
5B.1194, -117.232101, 54.377102, 1, -1.0, 1, -1.0394e-06, 1, 0.6065 
5B.1209, -117.214401, 54.311199, 1, 1.0, 1, 1.1201e-06, 1, 0.1086 
5B.1210, -117.214203, 54.319698, 1, 1.0, 1, 1.6011e-06, 1, 0.1347 
5B.1215, -117.267403, 54.318600, 1, -1.0, 1, -1.1318e-06, 1, 0.3100 
