5B.1186,  -117.232399,  54.370998,  1,  1.0,  1,  8.2395e-09,  1,  1.4828 
5B.1187,  -117.220596,  54.370998,  1,  -1.0,  1,  -1.1811e-08,  1,  1.1637 
5B.1188,  -117.209503,  54.371799,  1,  -1.0,  1,  -2.2021e-08,  1,  0.6268 
5B.1190,  -117.278397,  54.371201,  1,  1.0,  1,  5.6534e-08,  1,  -0.1169 
5B.1192,  -117.255997,  54.372398,  1,  1.0,  1,  4.7972e-08,  1,  0.5736 
5B.1193,  -117.246696,  54.375500,  1,  1.0,  1,  3.1839e-08,  1,  0.7754 
5B.1194,  -117.232101,  54.377102,  1,  1.0,  1,  8.5973e-09,  1,  1.3064 
5B.1209,  -117.214401,  54.311199,  1,  1.0,  1,  4.6701e-08,  1,  0.3821 
5B.1210,  -117.214203,  54.319698,  1,  1.0,  1,  5.8329e-08,  1,  0.4531 
5B.1215,  -117.267403,  54.318600,  1,  -1.0,  1,  -2.5232e-08,  1,  0.5224 
